=====================
K = 17
BestFitness	Seconds
189	1
189	2
182	3
174	4
174	5
174	6
174	7
171	8
171	9
171	10
171	11
171	12
170	12
170	13
167	14
163	15
163	16
163	17
163	18
155	19
155	20
155	20
155	21
155	22
155	23
146	24
146	25
146	26
146	27
146	28
143	29
136	29
136	30
134	31
128	32
119	33
119	34
119	34
110	35
110	36
110	37
106	37
106	38
99	39
97	40
97	40
93	41
89	41
86	42
79	43
74	43
63	44
58	44
44	45
36	45
29	46
25	46
16	47
8	47
2	47
2	47
1	47
1	48
0	48
48 seconds, 64 generations
=====================
=====================
K = 16
BestFitness	Seconds
230	2
227	3
217	4
217	5
217	6
217	7
211	8
211	9
211	10
211	11
210	12
208	13
198	14
198	15
198	16
198	17
188	18
188	18
188	19
188	20
188	21
184	22
184	23
178	24
167	25
167	26
160	27
160	27
146	28
146	29
144	30
144	31
135	32
123	32
103	33
103	34
100	35
87	35
80	36
66	37
52	37
37	38
19	38
6	38
6	39
2	39
0	39
39 seconds, 47 generations
=====================
=====================
K = 15
BestFitness	Seconds
267	1
267	2
266	3
265	4
264	5
261	6
261	7
261	8
259	9
251	10
251	11
251	12
251	13
247	14
247	15
244	16
244	17
244	17
235	18
233	19
233	20
233	21
233	22
218	23
218	24
218	25
218	26
207	26
207	27
207	28
204	29
197	30
197	31
197	32
197	33
196	34
196	35
166	36
166	36
166	37
166	38
166	39
166	40
140	40
140	41
140	42
140	43
120	43
112	44
104	45
98	45
98	46
37	47
37	47
33	48
23	48
22	49
7	49
7	49
2	50
2	50
0	50
50 seconds, 62 generations
=====================
=====================
K = 14
BestFitness	Seconds
326	2
325	3
324	4
316	5
316	6
316	7
313	8
311	9
310	10
307	11
305	12
305	13
305	14
305	15
298	16
298	17
297	17
297	18
297	19
292	20
286	21
286	22
284	23
284	24
279	25
272	26
272	27
260	28
260	29
255	29
255	30
252	31
246	32
246	33
246	34
244	35
241	35
241	36
218	37
218	38
218	38
199	39
189	40
189	41
189	42
181	43
181	43
177	44
173	45
170	46
170	46
159	47
152	48
133	48
133	49
133	50
133	50
133	51
133	51
129	52
129	53
127	53
127	54
122	54
120	54
117	55
117	55
111	56
111	56
111	57
111	57
104	58
104	58
104	58
104	59
104	59
103	59
103	60
101	60
101	60
101	61
101	61
101	61
101	61
101	62
101	62
101	62
101	62
101	63
101	63
101	63
101	63
101	64
101	64
101	64
101	64
101	65
101	65
101	65
101	65
101	66
101	66
101	66
101	66
101	67
101	67
101	67
101	67
101	68
101	68
101	68
101	68
101	68
101	69
101	69
101	69
101	69
101	70
101	70
101	70
101	70
101	70
101	71
101	71
101	71
101	71
101	71
101	72
101	72
101	72
101	72
101	72
101	73
101	73
101	73
101	73
101	73
101	74
101	74
101	74
101	74
101	74
101	74
101	75
101	75
101	75
101	75
101	75
101	76
101	76
101	76
101	76
101	76
101	77
101	77
101	77
101	77
101	77
101	77
101	78
101	78
101	78
101	78
101	78
101	79
101	79
101	79
101	79
101	79
101	80
101	80
101	80
101	80
101	80
101	81
101	81
101	81
101	81
101	81
101	82
101	82
101	82
101	82
101	82
101	82
101	83
101	83
101	83
101	83
101	83
101	84
101	84
101	84
101	84
101	84
101	85
101	85
101	85
101	85
101	85
101	85
101	86
101	86
101	86
101	86
101	86
101	86
101	87
101	87
101	87
101	87
101	87
101	88
101	88
101	88
101	88
101	88
101	88
101	89
101	89
101	89
101	89
101	89
101	90
101	90
101	90
101	90
101	90
101	91
101	91
101	91
101	91
101	91
101	91
101	92
101	92
101	92
101	92
101	92
101	92
101	93
101	93
101	93
101	93
101	93
101	93
101	94
101	94
101	94
101	94
101	94
101	94
101	95
101	95
101	95
101	95
101	95
101	96
101	96
101	96
101	96
101	96
101	96
101	97
101	97
101	97
101	97
101	97
101	97
101	98
101	98
101	98
101	98
101	98
101	98
101	98
101	99
101	99
101	99
101	99
101	99
101	99
101	100
101	100
101	100
101	100
101	100
101	100
101	101
101	101
101	101
101	101
101	101
101	101
101	101
101	102
101	102
101	102
101	102
101	102
101	102
101	103
101	103
101	103
101	103
101	103
101	103
101	103
101	104
101	104
101	104
101	104
101	104
101	104
101	105
101	105
101	105
101	105
101	105
101	105
101	106
101	106
101	106
101	106
101	106
101	106
101	107
101	107
101	107
101	107
101	107
101	107
101	107
101	108
101	108
101	108
101	108
101	108
101	108
101	109
101	109
101	109
101	109
101	109
101	109
101	110
101	110
101	110
101	110
101	110
101	110
101	110
101	111
101	111
101	111
101	111
101	111
101	111
101	112
101	112
101	112
101	112
101	112
101	112
101	113
101	113
101	113
101	113
101	113
101	113
101	114
101	114
101	114
101	114
101	114
101	114
101	114
101	115
101	115
101	115
101	115
101	115
101	115
101	116
101	116
101	116
101	116
101	116
101	116
101	117
101	117
101	117
101	117
101	117
101	117
101	118
101	118
101	118
101	118
101	118
101	118
101	118
101	119
101	119
101	119
101	119
101	119
101	119
101	120
101	120
101	120
101	120
101	120
101	120
101	120
101	121
101	121
101	121
101	121
101	121
101	121
101	122
101	122
101	122
101	122
101	122
101	122
101	122
101	123
101	123
101	123
101	123
101	123
101	123
101	124
101	124
101	124
101	124
101	124
101	124
101	124
101	125
101	125
101	125
101	125
101	125
101	125
101	125
101	126
101	126
101	126
101	126
101	126
101	126
101	127
101	127
101	127
101	127
101	127
101	127
101	127
101	128
101	128
101	128
101	128
101	128
101	128
101	128
101	129
101	129
101	129
101	129
101	129
101	129
101	130
101	130
101	130
101	130
101	130
101	130
101	130
101	131
101	131
101	131
101	131
101	131
101	131
101	132
101	132
101	132
101	132
101	132
101	132
101	132
101	133
101	133
101	133
101	133
101	133
101	133
101	133
101	134
101	134
101	134
101	134
101	134
101	134
101	135
101	135
101	135
101	135
101	135
101	135
101	136
101	136
101	136
101	136
101	136
101	136
101	136
101	137
101	137
101	137
101	137
101	137
101	137
101	138
101	138
101	138
101	138
101	138
101	138
101	138
101	139
101	139
101	139
101	139
101	139
101	139
101	139
101	140
101	140
101	140
101	140
101	140
101	140
101	141
101	141
101	141
101	141
101	141
101	141
101	141
101	142
101	142
101	142
101	142
101	142
101	142
101	142
101	143
101	143
101	143
101	143
101	143
101	143
101	144
101	144
101	144
101	144
101	144
101	144
101	144
101	145
101	145
101	145
101	145
101	145
101	145
101	145
101	146
101	146
101	146
101	146
101	146
101	146
101	147
101	147
101	147
101	147
101	147
101	147
101	147
101	148
101	148
101	148
101	148
101	148
101	148
101	149
101	149
101	149
101	149
101	149
101	149
101	149
101	150
101	150
101	150
101	150
101	150
101	150
101	150
101	151
101	151
101	151
101	151
101	151
101	151
101	152
101	152
101	152
101	152
101	152
101	152
101	152
101	153
101	153
101	153
101	153
101	153
101	153
101	153
101	154
101	154
101	154
101	154
101	154
101	154
101	155
101	155
101	155
101	155
101	155
101	155
101	155
101	156
101	156
101	156
101	156
101	156
101	156
101	157
101	157
101	157
101	157
101	157
101	157
101	157
101	158
101	158
101	158
101	158
101	158
101	158
101	158
101	159
101	159
101	159
101	159
101	159
101	159
101	160
101	160
101	160
101	160
101	160
101	160
101	160
101	161
101	161
101	161
101	161
101	161
101	161
101	162
101	162
101	162
101	162
101	162
101	162
101	162
101	163
101	163
101	163
101	163
101	163
101	163
101	164
101	164
101	164
101	164
101	164
101	164
101	164
101	165
101	165
101	165
101	165
101	165
101	165
101	166
101	166
101	166
101	166
101	166
101	166
101	166
101	167
101	167
101	167
101	167
101	167
101	167
101	167
101	168
101	168
101	168
101	168
101	168
101	168
101	169
101	169
101	169
101	169
101	169
101	169
101	169
101	170
101	170
101	170
101	170
101	170
101	170
101	171
101	171
101	171
101	171
101	171
101	171
101	171
101	172
101	172
101	172
101	172
101	172
101	172
101	173
101	173
101	173
101	173
101	173
101	173
101	173
101	174
101	174
101	174
101	174
101	174
101	174
101	175
101	175
101	175
101	175
101	175
101	175
101	175
101	176
101	176
101	176
101	176
101	176
101	176
101	177
101	177
101	177
101	177
101	177
101	177
101	177
101	178
101	178
101	178
101	178
101	178
101	178
101	179
101	179
101	179
101	179
101	179
101	179
101	179
101	180
101	180
101	180
101	180
101	180
101	181
101	181
101	181
101	181
101	181
101	181
101	182
101	182
101	182
101	182
101	182
101	182
101	183
101	183
101	183
101	183
101	183
101	183
101	184
101	184
101	184
101	184
101	184
101	184
101	185
101	185
101	185
101	185
101	185
101	185
101	185
101	186
101	186
101	186
101	186
101	186
101	186
101	187
101	187
101	187
101	187
101	187
101	187
101	187
101	188
101	188
101	188
101	188
101	188
101	188
101	189
101	189
101	189
101	189
101	189
101	189
101	190
101	190
101	190
101	190
101	190
101	190
101	190
101	191
101	191
101	191
101	191
101	191
101	191
101	192
101	192
101	192
101	192
101	192
101	192
101	192
101	193
101	193
101	193
101	193
101	193
101	193
101	194
101	194
101	194
101	194
101	194
101	194
101	194
101	195
101	195
101	195
101	195
101	195
101	195
101	196
101	196
101	196
101	196
101	196
101	196
101	197
101	197
101	197
101	197
101	197
101	197
101	197
101	198
101	198
101	198
101	198
101	198
101	198
101	199
101	199
101	199
101	199
101	199
101	199
101	199
101	200
101	200
101	200
101	200
101	200
101	200
101	200
101	201
101	201
101	201
101	201
101	201
101	201
101	201
101	202
101	202
101	202
101	202
101	202
101	202
101	202
101	203
101	203
101	203
101	203
101	203
101	203
101	204
101	204
101	204
101	204
101	204
101	204
101	204
101	204
101	205
101	205
101	205
101	205
101	205
101	205
101	205
101	206
101	206
101	206
101	206
101	206
101	206
101	206
101	207
101	207
101	207
101	207
101	207
101	207
101	207
101	207
101	208
101	208
101	208
101	208
101	208
101	208
101	208
101	209
101	209
101	209
101	209
101	209
101	209
101	210
101	210
101	210
101	210
101	210
101	210
101	210
101	211
101	211
101	211
101	211
101	211
101	211
101	211
101	212
101	212
101	212
101	212
101	212
101	212
101	212
101	212
101	213
101	213
101	213
101	213
101	213
101	213
101	213
101	214
101	214
101	214
101	214
101	214
101	214
101	214
101	215
101	215
101	215
101	215
101	215
101	215
101	215
101	216
101	216
101	216
101	216
101	216
101	216
101	216
101	217
101	217
101	217
101	217
101	217
101	217
101	217
101	217
101	218
101	218
101	218
101	218
101	218
101	218
101	218
101	219
101	219
101	219
101	219
101	219
101	219
101	219
101	220
101	220
101	220
101	220
101	220
101	220
101	220
101	221
101	221
101	221
101	221
101	221
101	221
101	221
101	222
101	222
101	222
101	222
101	222
101	222
101	222
101	223
101	223
101	223
101	223
101	223
101	223
101	223
101	224
101	224
101	224
101	224
101	224
101	224
101	224
101	225
101	225
101	225
101	225
101	225
101	225
101	225
101	226
101	226
101	226
101	226
101	226
101	226
101	226
101	227
101	227
101	227
101	227
101	227
101	227
101	228
101	228
101	228
101	228
101	228
101	228
101	229
101	229
101	229
101	229
101	229
101	229
101	230
101	230
101	230
101	230
101	230
101	231
101	231
101	231
101	231
101	231
101	231
101	232
101	232
101	232
101	232
101	232
101	232
101	233
101	233
101	233
101	233
101	234
101	234
101	234
101	234
101	234
